      Step     Time          Energy         fmax
BFGS:    0 02:00:18     -206.618047        1.2561
BFGS:    1 05:26:55     -206.651227        1.2270
BFGS:    2 09:54:08     -206.728824        1.3250
BFGS:    3 15:54:54     -206.809943        1.3419
BFGS:    4 20:48:58     -206.893772        1.4941
BFGS:    5 03:20:58     -206.981687        1.4860
BFGS:    6 07:23:55     -207.072665        1.5812
BFGS:    7 12:25:41     -207.166820        1.5880
BFGS:    8 17:55:03     -207.263308        1.7321
BFGS:    9 23:50:16     -207.362566        1.7018
BFGS:   10 06:09:12     -207.463325        1.7637
BFGS:   11 09:58:34     -207.564577        1.7224
BFGS:   12 14:16:36     -207.664596        1.8080
BFGS:   13 19:04:14     -207.762378        1.6957
BFGS:   14 01:50:53     -207.855324        1.6487
BFGS:   15 10:34:44     -207.940892        1.4727
BFGS:   16 15:45:27     -208.015589        1.3972
BFGS:   17 21:01:43     -208.077625        1.0920
BFGS:   18 00:41:52     -208.123327        0.8232
BFGS:   19 05:36:16     -208.152740        0.4362
BFGS:   20 11:16:51     -208.171681        0.7932
BFGS:   21 16:20:22     -208.188637        1.1138
BFGS:   22 20:19:23     -208.220135        1.2864
BFGS:   23 00:53:21     -208.255054        1.4300
BFGS:   24 04:15:02     -208.296161        1.5223
BFGS:   25 10:18:57     -208.342386        1.5830
BFGS:   26 13:50:32     -208.393417        1.6096
BFGS:   27 17:38:21     -208.446022        1.6222
BFGS:   28 19:43:47     -208.501600        1.6131
BFGS:   29 22:44:15     -208.558939        1.5955
BFGS:   30 04:22:12     -208.616881        1.5635
BFGS:   31 13:48:06     -208.674838        1.5330
      Step     Time          Energy         fmax
BFGS:    0 20:17:04     -208.732708        1.4903
BFGS:    1 23:59:44     -208.791458        1.4529
BFGS:    2 03:21:34     -208.850056        1.4018
BFGS:    3 08:57:59     -208.908851        1.3606
BFGS:    4 13:44:23     -208.966424        1.3204
BFGS:    5 18:12:45     -209.025878        1.2902
BFGS:    6 23:18:09     -209.084671        1.2493
BFGS:    7 02:51:26     -209.144169        1.2186
BFGS:    8 07:18:09     -209.202300        1.1930
BFGS:    9 11:06:32     -209.261797        1.1767
BFGS:   10 14:22:27     -209.321791        1.1470
BFGS:   11 20:05:07     -209.382110        1.1270
      Step     Time          Energy         fmax
BFGS:    0 21:27:07     -212.698287        0.0450
